RowID	TableID	RhymeSegment	page	row_in_source	raw_text	rhyme_raw	OC_RhymeGroup	tones_raw	rhyme_tokens	tone_tokens	rhyme_numbers	source	alignment_issue	notes	image_refs
ROW_P179_T001_p179_r0021	P179_T001	38	179	21	甚、蟬 侵、元部 上—平	甚、蟬	侵、元部	上—平	甚 | 蟬	上 | 平		《禹九策》		"{""cells"": [""38"", ""甚、蟬"", ""侵、元部"", ""上—平"", """"], ""cells_with_img_placeholders"": [""38"", ""甚、蟬"", ""侵、元部"", ""上—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": false}"	
ROW_P179_T001_p179_r0022	P179_T001	45	179	22	來、喜 之部 平—上	來、喜	之部	平—上	來 | 喜	平 | 上		《禹九策》		"{""cells"": [""45"", ""來、喜"", ""之部"", ""平—上"", """"], ""cells_with_img_placeholders"": [""45"", ""來、喜"", ""之部"", ""平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": false}"	
ROW_P179_T001_p179_r0023	P179_T001	60	179	23	朝、取、僂、府 宵、侯部 平—上—上—上 《從政之經》	朝、取、僂、府	宵、侯部	平—上—上—上	朝 | 取 | 僂 | 府	平 | 上 | 上 | 上		《從政之經》		"{""cells"": [""60"", ""朝、取、僂、府"", ""宵、侯部"", ""平—上—上—上"", ""《從政之經》""], ""cells_with_img_placeholders"": [""60"", ""朝、取、僂、府"", ""宵、侯部"", ""平—上—上—上"", ""《從政之經》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": false}"	
ROW_P180_T001_p180_r0003	P180_T001	2	180	2	身、 真、元部 平—去 《爲吏之道》	身、	真、元部	平—去	身	平 | 去		《爲吏之道》	1	"{""cells"": [""2"", ""身、"", ""真、元部"", ""平—去"", ""《爲吏之道》""], ""cells_with_img_placeholders"": [""2"", ""身、"", ""真、元部"", ""平—去"", ""《爲吏之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0004	P180_T001	7	180	3	利、死 質、脂部 去—平	利、死	質、脂部	去—平	利 | 死	去 | 平		《爲吏之道》		"{""cells"": [""7"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""7"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0005	P180_T001	15	180	4	盟、當、光、敬 陽、耕部 平—去—平—去	盟、當、光、敬	陽、耕部	平—去—平—去	盟 | 當 | 光 | 敬	平 | 去 | 平 | 去		《爲吏之道》		"{""cells"": [""15"", ""盟、當、光、敬"", ""陽、耕部"", ""平—去—平—去"", """"], ""cells_with_img_placeholders"": [""15"", ""盟、當、光、敬"", ""陽、耕部"", ""平—去—平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0006	P180_T001	17	180	5	治、期 之部 去—平	治、期	之部	去—平	治 | 期	去 | 平		《爲吏之道》		"{""cells"": [""17"", ""治、期"", ""之部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""17"", ""治、期"", ""之部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0007	P180_T001	21	180	6	教、驕、昭 宵部 去—平—平	教、驕、昭	宵部	去—平—平	教 | 驕 | 昭	去 | 平 | 平		《爲吏之道》		"{""cells"": [""21"", ""教、驕、昭"", ""宵部"", ""去—平—平"", """"], ""cells_with_img_placeholders"": [""21"", ""教、驕、昭"", ""宵部"", ""去—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0008	P180_T001	22	180	7	行、望 陽部 平—去	行、望	陽部	平—去	行 | 望	平 | 去		《爲吏之道》		"{""cells"": [""22"", ""行、望"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""22"", ""行、望"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0009	P180_T001	25	180	8	行、名 陽、耕部 去—平	行、名	陽、耕部	去—平	行 | 名	去 | 平		《爲吏之道》		"{""cells"": [""25"", ""行、名"", ""陽、耕部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""25"", ""行、名"", ""陽、耕部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0010	P180_T001	32	180	9	義、畸、議、移 歌部 去—平—去—平	義、畸、議、移	歌部	去—平—去—平	義 | 畸 | 議 | 移	去 | 平 | 去 | 平		《爲吏之道》		"{""cells"": [""32"", ""義、畸、議、移"", ""歌部"", ""去—平—去—平"", """"], ""cells_with_img_placeholders"": [""32"", ""義、畸、議、移"", ""歌部"", ""去—平—去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0011	P180_T001	42	180	10	陽、昌、慶、成 陽、耕部 平—平—去—平 《稷辰》	陽、昌、慶、成	陽、耕部	平—平—去—平	陽 | 昌 | 慶 | 成	平 | 平 | 去 | 平		《稷辰》		"{""cells"": [""42"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", ""《稷辰》""], ""cells_with_img_placeholders"": [""42"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", ""《稷辰》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0012	P180_T001	43	180	11	夫、戰 魚、元部 平—去	夫、戰	魚、元部	平—去	夫 | 戰	平 | 去		《稷辰》		"{""cells"": [""43"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""43"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0013	P180_T001	43	180	12	昌、勝 陽、蒸部 平—去	昌、勝	陽、蒸部	平—去	昌 | 勝	平 | 去		《稷辰》		"{""cells"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0014	P180_T001	48	180	13	陽、慶 陽部 平—去	陽、慶	陽部	平—去	陽 | 慶	平 | 去		《稷辰》		"{""cells"": [""48"", ""陽、慶"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""48"", ""陽、慶"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0015	P180_T001	59	180	14	鄉、明、衡、剛、 張、囊、行、忘 陽部 平—平—平— 平—平—平— 平—去 《馬禖》	"鄉、明、衡、剛、
張、囊、行、忘"	陽部	"平—平—平—
平—平—平—
平—去"	鄉 | 明 | 衡 | 剛 | 張 | 囊 | 行 | 忘	平 | 平 | 平 | 平 | 平 | 平 | 平 | 去		《馬禖》		"{""cells"": [""59"", ""鄉、明、衡、剛、\n張、囊、行、忘"", ""陽部"", ""平—平—平—\n平—平—平—\n平—去"", ""《馬禖》""], ""cells_with_img_placeholders"": [""59"", ""鄉、明、衡、剛、\n張、囊、行、忘"", ""陽部"", ""平—平—平—\n平—平—平—\n平—去"", ""《馬禖》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0016	P180_T001	60	180	15	符、顧 侯、魚部 平—去 《出邦門》	符、顧	侯、魚部	平—去	符 | 顧	平 | 去		《出邦門》		"{""cells"": [""60"", ""符、顧"", ""侯、魚部"", ""平—去"", ""《出邦門》""], ""cells_with_img_placeholders"": [""60"", ""符、顧"", ""侯、魚部"", ""平—去"", ""《出邦門》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0018	P180_T001	5	180	17	贏、貞、敬、靈、 言 耕、元部 平—平—去— 平—平 《自天降令》	"贏、貞、敬、靈、
言"	耕、元部	"平—平—去—
平—平"	贏 | 貞 | 敬 | 靈 | 言	平 | 平 | 去 | 平 | 平		《自天降令》		"{""cells"": [""5"", ""贏、貞、敬、靈、\n言"", ""耕、元部"", ""平—平—去—\n平—平"", ""《自天降令》""], ""cells_with_img_placeholders"": [""5"", ""贏、貞、敬、靈、\n言"", ""耕、元部"", ""平—平—去—\n平—平"", ""《自天降令》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0019	P180_T001	9	180	18	貧、雲、論、門、 認、熒、熒、城、 成 文、耕部 平—平—平— 去—平—平— 平—平	"貧、雲、論、門、
認、熒、熒、城、
成"	文、耕部	"平—平—平—
去—平—平—
平—平"	貧 | 雲 | 論 | 門 | 認 | 熒 | 熒 | 城 | 成	平 | 平 | 平 | 去 | 平 | 平 | 平 | 平		《自天降令》	1	"{""cells"": [""9"", ""貧、雲、論、門、\n認、熒、熒、城、\n成"", ""文、耕部"", ""平—平—平—\n去—平—平—\n平—平"", """"], ""cells_with_img_placeholders"": [""9"", ""貧、雲、論、門、\n認、熒、熒、城、\n成"", ""文、耕部"", ""平—平—平—\n去—平—平—\n平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0020	P180_T001	16	180	19	、長 鐸、陽部 去—平 《貞在黃鐘》	、長	鐸、陽部	去—平	長	去 | 平		《貞在黃鐘》	1	"{""cells"": [""16"", ""、長"", ""鐸、陽部"", ""去—平"", ""《貞在黃鐘》""], ""cells_with_img_placeholders"": [""16"", ""、長"", ""鐸、陽部"", ""去—平"", ""《貞在黃鐘》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0021	P180_T001	16	180	20	聲、尚 耕、陽部 平—去	聲、尚	耕、陽部	平—去	聲 | 尚	平 | 去		《貞在黃鐘》		"{""cells"": ["""", ""聲、尚"", ""耕、陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""聲、尚"", ""耕、陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0022	P180_T001	19	180	21	令、凶 耕、東部 平—去	令、凶	耕、東部	平—去	令 | 凶	平 | 去		《貞在黃鐘》		"{""cells"": [""19"", ""令、凶"", ""耕、東部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""19"", ""令、凶"", ""耕、東部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0023	P180_T001	19	180	22	患、人 元、真部 去—平	患、人	元、真部	去—平	患 | 人	去 | 平		《貞在黃鐘》		"{""cells"": ["""", ""患、人"", ""元、真部"", ""去—平"", """"], ""cells_with_img_placeholders"": ["""", ""患、人"", ""元、真部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0024	P180_T001	27	180	23	除、除、上 魚、陽部 平—平—去 《丹》		魚、陽部	除、除、上 平—平—去		除 | 除 | 上 | 平 | 平 | 去		《丹》		"{""cells"": [""27"", ""除、除、上"", ""魚、陽部"", ""平—平—去"", ""《丹》""], ""cells_with_img_placeholders"": [""27"", ""除、除、上"", ""魚、陽部"", ""平—平—去"", ""《丹》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P180_T001_p180_r0026	P180_T001	1	180	25	梁、盟、張、光、 敬 陽、耕部 平—平—平— 平—去 《政事之常》	"梁、盟、張、光、
敬"	陽、耕部	"平—平—平—
平—去"	梁 | 盟 | 張 | 光 | 敬	平 | 平 | 平 | 平 | 去		《政事之常》		"{""cells"": [""1"", ""梁、盟、張、光、\n敬"", ""陽、耕部"", ""平—平—平—\n平—去"", ""《政事之常》""], ""cells_with_img_placeholders"": [""1"", ""梁、盟、張、光、\n敬"", ""陽、耕部"", ""平—平—平—\n平—去"", ""《政事之常》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p180_001,IMG_p180_002
ROW_P181_T001_p181_r0001	P181_T001	3	181	1	治、期 之部 去—平	治、期	之部	去—平	治 | 期	去 | 平		《政事之常》		"{""cells"": [""3"", ""治、期"", ""之部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""3"", ""治、期"", ""之部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0002	P181_T001	6	181	2	行、望 陽部 平—去	行、望	陽部	平—去	行 | 望	平 | 去		《政事之常》		"{""cells"": [""6"", ""行、望"", ""陽部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""6"", ""行、望"", ""陽部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0003	P181_T001	17	181	3	陽、昌、慶、成 陽、耕部 平—平—去—平 《稷辰》	陽、昌、慶、成	陽、耕部	平—平—去—平	陽 | 昌 | 慶 | 成	平 | 平 | 去 | 平		《稷辰》		"{""cells"": [""17"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", ""《稷辰》""], ""cells_with_img_placeholders"": [""17"", ""陽、昌、慶、成"", ""陽、耕部"", ""平—平—去—平"", ""《稷辰》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0004	P181_T001	18	181	4	夫、戰 魚、元部 平—去	夫、戰	魚、元部	平—去	夫 | 戰	平 | 去		《稷辰》		"{""cells"": [""18"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""18"", ""夫、戰"", ""魚、元部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0005	P181_T001	18	181	5	昌、勝 陽、蒸部 平—去	昌、勝	陽、蒸部	平—去	昌 | 勝	平 | 去		《稷辰》		"{""cells"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""昌、勝"", ""陽、蒸部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0007	P181_T001	5	181	7	池、波、去 歌、魚部 平—平—去 《癰》		歌、魚部	池、波、去 平—平—去		池 | 波 | 去 | 平 | 平 | 去		《癰》		"{""cells"": [""5"", ""池、波、去"", ""歌、魚部"", ""平—平—去"", ""《癰》""], ""cells_with_img_placeholders"": [""5"", ""池、波、去"", ""歌、魚部"", ""平—平—去"", ""《癰》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0009	P181_T001	3	181	9	慎、親 真部 去—平 《爲吏治官及黔 首》	慎、親	真部	去—平	慎 | 親	去 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""3"", ""慎、親"", ""真部"", ""去—平"", ""《爲吏治官及黔\n首》""], ""cells_with_img_placeholders"": [""3"", ""慎、親"", ""真部"", ""去—平"", ""《爲吏治官及黔\n首》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0010	P181_T001	19	181	10	利、死 質、脂部 去—平	利、死	質、脂部	去—平	利 | 死	去 | 平		"《爲吏治官及黔
首》"		"{""cells"": [""19"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""19"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0012	P181_T001	10	181	12	校、姚 幽、宵部 去—平 《醫方雜抄》	校、姚	幽、宵部	去—平	校 | 姚	去 | 平		《醫方雜抄》		"{""cells"": [""10"", ""校、姚"", ""幽、宵部"", ""去—平"", ""《醫方雜抄》""], ""cells_with_img_placeholders"": [""10"", ""校、姚"", ""幽、宵部"", ""去—平"", ""《醫方雜抄》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0013	P181_T001	11	181	13	移、偽 歌部 平—去	移、偽	歌部	平—去	移 | 偽	平 | 去		《醫方雜抄》		"{""cells"": [""11"", ""移、偽"", ""歌部"", ""平—去"", """"], ""cells_with_img_placeholders"": [""11"", ""移、偽"", ""歌部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0014	P181_T001	15	181	14	兄、詇 陽部 平—去 《禹九策》	兄、詇	陽部	平—去	兄 | 詇	平 | 去		《禹九策》		"{""cells"": [""15"", ""兄、詇"", ""陽部"", ""平—去"", ""《禹九策》""], ""cells_with_img_placeholders"": [""15"", ""兄、詇"", ""陽部"", ""平—去"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
ROW_P181_T001_p181_r0015	P181_T001	46	181	15	慶、羊 陽部 去—平	慶、羊	陽部	去—平	慶 | 羊	去 | 平		《禹九策》		"{""cells"": [""46"", ""慶、羊"", ""陽部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""46"", ""慶、羊"", ""陽部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p181_001
